source,relation_type,target,source_name,target_name
842,paper_cite_paper,3343,An Evaluation on Feature Selection for Text Clustering,Finding generalized projected clusters in high dimensional spaces
843,paper_cite_paper,72,Identifying objects using cluster and concept analysis,Assessing modular structure of legacy code based on mathematical concept analysis
843,paper_cite_paper,1676,Identifying objects using cluster and concept analysis,An intelligent tool for re-engineering software modularity
846,paper_cite_paper,1045,Exploring social annotations for information retrieval,A study of smoothing methods for language models applied to Ad Hoc information retrieval
846,paper_cite_paper,2634,Exploring social annotations for information retrieval,Better than the real thing?: iterative pseudo-query processing using cluster-based language models
846,paper_cite_paper,1218,Exploring social annotations for information retrieval,Probabilistic models for discovering e-communities
846,paper_cite_paper,1250,Exploring social annotations for information retrieval,The author-topic model for authors and documents
846,paper_cite_paper,2682,Exploring social annotations for information retrieval,Document language models query models and risk minimization for information retrieval
848,paper_cite_paper,3152,Dynamic Probabilistic Relational Models,Symbolic Dynamic Programming for First-order MDPs
848,paper_cite_paper,2083,Dynamic Probabilistic Relational Models,Factored particles for scalable monitoring
848,paper_cite_paper,4360,Dynamic Probabilistic Relational Models,Structured representation of complex stochastic systems
848,paper_cite_paper,2450,Dynamic Probabilistic Relational Models,Tractable inference for complex stochastic processes
848,paper_cite_paper,1885,Dynamic Probabilistic Relational Models,Context-Specific Independence in Bayesian Networks
848,paper_cite_paper,2643,Dynamic Probabilistic Relational Models,FastSLAM: a factored solution to the simultaneous localization and mapping problem
851,paper_cite_paper,3432,Subspace selection for clustering high-dimensional data,OPTICS: ordering points to identify the clustering structure
851,paper_cite_paper,320,Subspace selection for clustering high-dimensional data,Automatic subspace clustering of high dimensional data for data mining applications
851,paper_cite_paper,2695,Subspace selection for clustering high-dimensional data,Fast algorithms for projected clustering
851,paper_cite_paper,3578,Subspace selection for clustering high-dimensional data,Feature selection for clustering - a filter solution
853,paper_cite_paper,786,Transfer via inter-task mappings in policy search reinforcement learning,Using Homomorphisms to transfer options across continuous reinforcement learning domains
853,paper_cite_paper,3331,Transfer via inter-task mappings in policy search reinforcement learning,Evolving neural networks through augmenting topologies
853,paper_cite_paper,1873,Transfer via inter-task mappings in policy search reinforcement learning,Generalizing Plans to New Environments in Relational MDPs
853,paper_cite_paper,1187,Transfer via inter-task mappings in policy search reinforcement learning,Behavior transfer for value-function-based reinforcement learning
855,paper_cite_paper,2150,Hierarchical planning in BDI agent programming languages: a formal approach,Planning Executing Sensing and Replanning for Information Gathering.
855,paper_cite_paper,1516,Hierarchical planning in BDI agent programming languages: a formal approach,HTN planning: complexity and expressivity
856,paper_cite_paper,989,Max-margin Markov networks,Generalized Belief Propagation
856,paper_cite_paper,4756,Max-margin Markov networks,Using sparseness and analytic qp to speed training of support vector machines
856,paper_cite_paper,3922,Max-margin Markov networks,Discriminative probabilistic models for relational data
856,paper_cite_paper,4686,Max-margin Markov networks,Hidden Markov Support Vector Machines
857,paper_cite_paper,3892,Text chunking using regularized Winnow,Linear hinge loss and average margin
857,paper_cite_paper,94,Text chunking using regularized Winnow,Relational learning for NLP using linear threshold elements
857,paper_cite_paper,1730,Text chunking using regularized Winnow,Regularized Winnow Methods
858,paper_cite_paper,3542,Relaxed online SVMs for spam filtering,On-line spam filter fusion
858,paper_cite_paper,754,Relaxed online SVMs for spam filtering,Incremental and Decremental Support Vector Machine Learning
859,paper_cite_paper,3755,Large margin hierarchical classification,Improving Text Classification by Shrinkage in a Hierarchy of Classes
859,paper_cite_paper,1498,Large margin hierarchical classification,Learning Additive Models Online with Fast Evaluating Kernels
859,paper_cite_paper,3460,Large margin hierarchical classification,Hierarchical classification of Web content
859,paper_cite_paper,1689,Large margin hierarchical classification,Hierarchically Classifying Documents Using Very Few Words
861,paper_cite_paper,877,Integration of heterogeneous databases without common domains using queries based on textual similarity,A Web-based information system that reasons with structured collections of text
862,paper_cite_paper,2246,Supervised and unsupervised learning for sentence compression,Statistics-Based Summarization - Step One: Sentence Compression
863,paper_cite_paper,1985,Integrating Unstructured Data into Relational Databases,Conditional Random Fields: Probabilistic Models for Segmenting and Labeling Sequence Data
863,paper_cite_paper,4098,Integrating Unstructured Data into Relational Databases,Toward Conditional Models of Identity Uncertainty with Application to Proper Noun Coreference
863,paper_cite_paper,3811,Integrating Unstructured Data into Relational Databases,Semi-Markov Conditional Random Fields for Information Extraction
864,paper_cite_paper,302,Patch based blind image super resolution,Bayesian Image Super-Resolution
866,paper_cite_paper,1985,A unified and discriminative model for query refinement,Conditional Random Fields: Probabilistic Models for Segmenting and Labeling Sequence Data
866,paper_cite_paper,4936,A unified and discriminative model for query refinement,Dynamic conditional random fields: factorized probabilistic models for labeling and segmenting sequence data
866,paper_cite_paper,4673,A unified and discriminative model for query refinement,Learning structured prediction models: a large margin approach
866,paper_cite_paper,3407,A unified and discriminative model for query refinement,Concept based query expansion
868,paper_cite_paper,204,A unified architecture for natural language processing: deep neural networks with multitask learning,Transductive learning for statistical machine translation
868,paper_cite_paper,2894,A unified architecture for natural language processing: deep neural networks with multitask learning,Transductive Inference for Text Classification using Support Vector Machines
868,paper_cite_paper,153,A unified architecture for natural language processing: deep neural networks with multitask learning,A Neural Probabilistic Language Model
871,paper_cite_paper,1693,AUC: a statistically consistent and more discriminating measure than accuracy,Learning Decision Trees Using the Area Under the ROC Curve
871,paper_cite_paper,2331,AUC: a statistically consistent and more discriminating measure than accuracy,An Analysis of Bayesian Classifiers
872,paper_cite_paper,3088,Boosting and Maximum Likelihood for Exponential Models,Additive models boosting and inference for generalized divergences
872,paper_cite_paper,28,Boosting and Maximum Likelihood for Exponential Models,Experiments with a new boosting algorithm
873,paper_cite_paper,1975,Inferring 3D structure with a statistical image-based shape model,Multidimensional morphable models
